Actor_name,connectivity,actor_gender,Actor_date_of_birth,Actor_ethnicity,Freebase_actor_ID,community,Wikidata_actor_id,actor_description,actor_country_of_citizenship,actor_occupation
Henry Jones,9,M,1912-08-01,,/m/07vtjp,1,Q1375484,"American actor of stage, film and television",United States of America,"['stage actor', 'film actor', 'television actor']"
Dick Foran,9,M,1910-06-18,,/m/0f2wdc,1,Q1209649,actor (1910-1979),United States of America,"['actor', 'musician', 'singer', 'television actor', 'film actor']"
Stefanie Powers,9,F,1942-11-02,,/m/04mn7m,1,Q256474,"actress, singer, equestrienne, animal rights activist",United States of America,"['actor', 'polo player', 'stage actor', 'television actor', 'film actor', 'film producer']"
Joey Bishop,9,M,1918-02-03,/m/041rx,/m/02vz3r,1,Q186292,American entertainer (1918–2007),United States of America,"['television presenter', 'singer', 'television actor', 'film actor', 'singer-songwriter']"
Bob Kortman,9,M,1887-12-24,,/m/02x274f,1,Q2907726,American actor (1887-1967),United States of America,['actor']
Paul Cavanagh,9,M,1888-12-08,,/m/03gw1kz,1,Q3045703,actor (1888-1964),United Kingdom,"['actor', 'film actor', 'television actor']"
Gordon Jones,9,M,1911-04-05,,/m/0gn605,1,Q2502092,American actor,United States of America,"['actor', 'television actor', 'film actor', 'stage actor']"
Miles Mander,9,M,1888-05-14,,/m/0kr_dg,1,Q1237389,English actor (1888-1946),United Kingdom,"['actor', 'film director', 'screenwriter', 'film producer', 'playwright', 'farmer', 'film actor']"
Madeleine Carroll,9,F,1906-02-26,,/m/01q6jy,1,Q242656,English actress (1906–1987),United Kingdom,"['actor', 'film actor']"
Arthur Hohl,9,M,1889-05-21,,/m/0d3nx3,1,Q2865150,American actor (1889-1964),United States of America,"['stage actor', 'film actor', 'actor']"
May Robson,9,F,1858-04-19,,/m/01845d,1,Q259600,Australian-born American actress (1858-1942),United States of America,"['stage actor', 'film actor']"
Cameron Mitchell,9,M,1918-11-04,,/m/07tvwy,1,Q493340,American actor (1918–1994),United States of America,"['actor', 'stage actor', 'television actor', 'film actor']"
Anita Ekberg,9,F,1931-09-29,/m/06mvq,/m/03nk14,1,Q230662,Swedish actress (1931-2015),Sweden,"['actor', 'model', 'film actor', 'beauty pageant contestant']"
Noble Johnson,9,M,1881-04-18,/m/0x67,/m/0286sg_,1,Q1308273,African-American actor and film producer (1881-1978),United States of America,"['actor', 'screenwriter', 'film actor', 'film producer']"
Connie Gilchrist,9,F,1901-02-06,,/m/03nrbbn,1,Q510642,American actress,United States of America,"['stage actor', 'film actor', 'television actor']"
Richard Arlen,9,M,1899-09-01,,/m/05bwd6,1,Q861426,actor,United States of America,"['actor', 'television actor', 'film actor']"
Mike Mazurki,9,M,1907-12-25,,/m/06djgd,1,Q1859510,American actor and professional wrestler (1907-1990),United States of America,"['actor', 'television actor', 'professional wrestler', 'film actor']"
Scott Wilson,9,M,1942-03-29,,/m/0gm8_p,1,Q718135,American film and television actor (1942-2018),United States of America,"['film actor', 'television actor']"
Karen Morley,9,F,1909-12-12,,/m/033jd0,1,Q439668,American film actress (1909-2003),United States of America,"['actor', 'stage actor', 'television actor', 'film actor']"
Geraldine Fitzgerald,9,F,1913-11-24,,/m/04xq36,1,Q236396,Irish-American actress (1913–2005),United States of America,"['singer', 'stage actor', 'film actor', 'television actor', 'theatrical director']"
Lumsden Hare,9,M,1874-10-17,,/m/06zrdkc,1,Q3267394,"actor, director",Republic of Ireland,"['stage actor', 'film actor', 'theatrical director']"
Margaret Lindsay,9,F,1910-09-19,,/m/080bms,1,Q272061,American actress (1910-1981),United States of America,"['actor', 'film actor']"
Ken Curtis,9,M,1916-07-02,,/m/032y22,1,Q949696,American actor and singer (1916–1991),United States of America,"['singer', 'musician', 'film actor', 'television actor', 'film producer', 'actor']"
Merle Oberon,9,F,1911-02-19,,/m/017tkv,1,Q230958,British actress (1911-1979),United Kingdom,"['screenwriter', 'film actor']"
Rosalind Russell,9,F,1907-06-04,/m/033tf_,/m/018qpb,1,Q233854,American actress (1907–1976),United States of America,"['actor', 'film actor', 'singer', 'character actor', 'model', 'television actor', 'screenwriter', 'stage actor']"
Jim Brown,9,M,1936-02-17,/m/0x67,/m/02bf2s,1,Q927916,"American football running back, Pro Football Hall of Famer",United States of America,"['advisor', 'actor', 'lacrosse player', 'American football player', 'television actor', 'film actor', 'film producer', 'basketball player']"
Warren Beatty,9,M,1937-03-30,,/m/0gyx4,1,Q95030,"American actor, producer, screenwriter and director",United States of America,"['actor', 'film actor', 'film director', 'screenwriter', 'film producer', 'writer', 'television presenter', 'stage actor']"
Janet Leigh,9,F,1927-07-06,,/m/01hkck,1,Q205314,American actress,United States of America,"['character actor', 'stage actor', 'television actor', 'film actor', 'actor', 'singer', 'writer']"
Linda Darnell,9,F,1923-10-16,,/m/02c7y8,1,Q234900,actress,United States of America,"['stage actor', 'television actor', 'film actor']"
Theodore Roberts,9,M,1861-10-08,,/m/0grjc6,1,Q1384458,American film and stage actor (1861-1928),United States of America,"['actor', 'stage actor', 'film actor', 'television actor']"
Larry Storch,9,M,1923-01-08,,/m/02n5qy,1,Q1399557,American comedian,United States of America,"['voice actor', 'television actor', 'film actor', 'stage actor']"
Ramón Novarro,9,M,1899-02-06,/m/09k5jvk,/m/02qhrg,1,Q711642,Mexican-American actor (1899–1968),Mexico,"['actor', 'film director', 'screenwriter', 'television actor', 'film actor', 'stage actor']"
Cornel Wilde,9,M,1912-10-13,/m/041rx,/m/01380_,1,Q727740,Hungarian-American actor and film director,United States of America,"['actor', 'film director', 'screenwriter', 'film actor', 'songwriter']"
Charles Bickford,9,M,1891-01-01,,/m/0438dl,1,Q710538,actor,United States of America,"['film actor', 'television actor', 'stage actor', 'actor']"
Jerry Colonna,9,M,1904-09-17,,/m/01vgx3r,1,Q923250,"American musician, actor and comedian (1904-1986)",United States of America,"['singer-songwriter', 'comedian', 'composer', 'voice actor', 'actor']"
Jimmy Conlin,9,M,1884-10-14,,/m/0bqqvw,1,Q3179026,American actor (1884-1962),United States of America,['actor']
Willis Bouchey,9,M,1907-05-24,,/m/0h66tr,1,Q2581539,American actor (1907-1977),United States of America,"['actor', 'television actor']"
Melvyn Douglas,9,M,1901-04-05,/m/041rx,/m/015gy7,1,Q312084,American actor (1901-1981),United States of America,"['television actor', 'film actor', 'stage actor', 'actor']"
Anthony Caruso,9,M,1916-04-07,,/m/03qldby,1,Q2852826,"film, television actor (1916-2003)",United States of America,"['actor', 'television actor']"
Joan Woodbury,9,F,1915-12-17,,/m/03h2qbr,1,Q3179630,American actress (1915-1989),United States of America,"['actor', 'film actor']"
Henry Travers,9,M,1874-03-05,,/m/04x9c1,1,Q960050,british-american actor,United Kingdom,"['film actor', 'stage actor']"
Montagu Love,9,M,1877-03-15,,/m/0ks3qz,1,Q960510,British actor,United Kingdom,"['stage actor', 'film actor']"
Nelson Eddy,9,M,1901-06-29,,/m/01jqthq,1,Q562641,"American actor, operatic baritone (1901–1967)",United States of America,"['singer', 'opera singer', 'musician', 'stage actor', 'film actor', 'voice actor']"
Priscilla Lane,9,F,1915-06-12,,/m/05nt008,1,Q13575399,American actress (1915-1995),United States of America,"['actor', 'stage actor', 'film actor']"
Yvonne De Carlo,9,F,1922-09-01,,/m/033hwk,1,Q286339,"Canadian-born American actress, dancer and singer (1922-2007)",Canada,"['singer', 'dancer', 'film actor', 'television actor', 'stage actor']"
Judith Anderson,9,F,1897-02-10,,/m/02cl24,1,Q230415,Australian stage and screen actress (1897-1992),Australia,"['stage actor', 'film actor', 'television actor']"
Audie Murphy,9,M,1924-06-20,,/m/01_nh0,1,Q337185,"American soldier, actor, songwriter (1925–1971)",United States of America,"['actor', 'songwriter', 'composer', 'screenwriter', 'non-fiction writer', 'military personnel', 'film actor', 'lyricist', 'television actor', 'film producer']"
Cheeta,8,,,,/m/0hpddvb,1,,,,
James Stephenson,8,M,1889-04-14,,/m/04x94m,1,Q727015,British-American actor (1889-1941),United Kingdom,"['stage actor', 'film actor']"
John Agar,8,M,1921-01-31,,/m/0793q6,1,Q593286,American actor (1921-2002),United States of America,"['actor', 'film actor', 'television actor']"
Sheila Terry,8,F,1910-03-05,,/m/02w9x90,1,Q7493155,American actress (1910–1957),United States of America,"['actor', 'stage actor', 'film actor']"
Luis Alberni,8,M,1886-10-04,,/m/09753p,1,Q3266586,actor (1886-1962),United States of America,"['actor', 'film actor', 'stage actor']"
Marjorie Reynolds,8,F,1917-08-12,,/m/07ks67,1,Q3293960,actress (1917-1997),United States of America,"['actor', 'film actor']"
Rita Hayworth,8,F,1918-10-17,/m/033tf_,/m/01pl9g,1,Q42745,"American actress, dancer and director (1918-1987)",United States of America,"['film actor', 'film producer', 'dancer', 'stage actor', 'television actor', 'model', 'actor']"
Charles Farrell,8,M,1901-08-09,,/m/0cwj7d,1,Q1064346,American actor,United States of America,"['politician', 'stage actor', 'film actor', 'television actor', 'actor']"
Frankie Marvin,8,M,1904-01-27,,/m/0gbyyvr,1,,,,
Yul Brynner,7,M,1920-07-11,/m/041rx,/m/0gqrb,1,Q102813,Russian-born actor (1920–1985),Russia,"['film actor', 'television director', 'photographer', 'writer', 'musician', 'stage actor', 'actor', 'television actor', 'acrobat']"
Ralph Bellamy,7,M,1904-06-17,,/m/02l101,1,Q364135,actor (1904-1991),United States of America,"['screenwriter', 'stage actor', 'film actor', 'television actor', 'actor']"
Margaret O'Brien,7,F,1937-01-15,,/m/03d9sv,1,Q241273,"American film, television and stage actress",United States of America,"['stage actor', 'television actor', 'film actor']"
Lee J. Cobb,7,M,1911-12-08,/m/041rx,/m/02_pft,1,Q348351,American actor (1911-1976),United States of America,"['actor', 'stage actor', 'film actor', 'television actor']"
Danny Kaye,7,M,1913-01-18,/m/041rx,/m/02h48,1,Q213425,"American actor, singer, dancer, and comedian (1911–1987)",United States of America,"['comedian', 'singer', 'aircraft pilot', 'screenwriter', 'stage actor', 'television actor', 'film actor', 'television presenter', 'recording artist']"
J. T. Walsh,7,M,1943-09-28,,/m/034zc0,1,Q502128,American actor,United States of America,"['television actor', 'film actor', 'stage actor']"
Anna May Wong,7,F,1905-01-03,/m/0d2by,/m/03bx1r,1,Q232376,Chinese American actress,United States of America,"['film actor', 'stage actor', 'television actor']"
Gig Young,7,M,1913-11-04,,/m/03bqwc,1,Q344758,American actor (1913-1978),United States of America,"['actor', 'screenwriter', 'stage actor', 'television actor', 'film actor']"
Howard Keel,7,M,1919-04-13,,/m/01mq34p,1,Q325427,American actor and singer (1919-2004),United States of America,"['musician', 'singer', 'stage actor', 'film actor', 'television actor', 'recording artist']"
Estelita Rodriguez,7,F,1928-07-02,,/m/0gbx3b6,1,Q3058884,actress (1928-1966),United States of America,"['actor', 'film actor']"
Lauren Bacall,7,F,1924-09-16,/m/048z7l,/m/01mqz0,1,Q104000,American actress born (1924 to 2014),United States of America,"['film actor', 'writer', 'model', 'spokesperson', 'stage actor', 'voice actor', 'television actor', 'singer', 'actor']"
Gene Evans,7,M,1922-07-11,,/m/079gmy,1,Q966420,actor (1922-1998),United States of America,"['actor', 'television actor']"
Joanne Dru,7,F,1922-01-31,,/m/04qc1y,1,Q240250,American film and television actress (1922-1996),United States of America,"['actor', 'screenwriter', 'television actor', 'film actor', 'stage actor']"
Philip Ahn,7,M,1905-03-29,,/m/05r10m,1,Q1321739,Korean-American actor (1905-1978),United States of America,"['actor', 'film actor']"
Richard Loo,7,M,1903-10-01,,/m/02qm0l0,1,Q352701,actor (1903-1983),United States of America,"['actor', 'television actor', 'film actor']"
Jason Robards,7,M,1922-07-26,,/m/01tcf7,1,Q296630,American actor (1922-2000),United States of America,"['stage actor', 'film actor', 'television actor', 'actor', 'voice actor']"
Fess Parker,7,M,1924-08-16,,/m/03zzzq,1,Q553575,American actor (1924-2010),United States of America,"['television actor', 'film actor', 'stage actor']"
Wayne Morris,7,M,1914-02-17,,/m/088cqg,1,Q357367,American actor,United States of America,"['military officer', 'television actor', 'film actor']"
Ian Hunter,7,M,1900-06-13,,/m/0h4dg9,1,Q477361,British actor,United Kingdom,"['stage actor', 'film actor']"
Anthony Perkins,7,M,1932-04-04,,/m/016dgz,1,Q193146,"American actor, director, and singer (1932-1992)",United States of America,"['film actor', 'film director', 'singer', 'screenwriter', 'stage actor', 'actor', 'television actor']"
Jennifer Jones,7,F,1919-03-02,,/m/0hqdr,1,Q189895,American actress (1919–2009),United States of America,"['film actor', 'actor', 'model']"
Ludwig Stössel,7,M,1883-02-12,,/m/02pnv8t,1,Q86348,actor (1883-1973),Austria,"['actor', 'film actor']"
D'Urville Martin,7,M,1939-02-11,/m/0x67,/m/0bwh6b,1,Q5203179,African American blaxsploitation actor/director (1939-1984),United States of America,"['film director', 'actor', 'television actor']"
Wally Wales,7,M,1895-11-13,,/m/02x6kb0,1,Q7963507,American actor (1895–1980),United States of America,"['actor', 'film actor']"
Richard Conte,7,M,1910-03-24,,/m/033wfz,1,Q734043,American actor (1910-1975),United States of America,"['film director', 'stage actor', 'film actor', 'television actor', 'actor']"
Cliff Edwards,7,M,1895-06-14,,/m/01mgdm3,1,Q950376,"American recording artist; musician, singer, actor and voice actor (1895-1971)",United States of America,"['actor', 'recording artist', 'guitarist', 'jazz musician', 'dub actor', 'singer', 'voice actor', 'ukulelist']"
William Lundigan,7,M,1914-06-12,,/m/03gwybn,1,Q1982192,actor (1914-1975),United States of America,"['actor', 'television actor']"
Brenda Joyce,7,F,1917-02-25,,/m/08hj0p,1,Q269926,American film actress (1917-2009),United States of America,"['actor', 'film actor', 'model']"
Claire Trevor,7,F,1910-03-08,/m/03bkbh,/m/01_lby,1,Q233850,American actress (1910–2000),United States of America,"['film actor', 'stage actor', 'television actor', 'actor']"
Wallace Ford,7,M,1898-02-12,,/m/06fx38,1,Q1704485,actor (1898-1966),United Kingdom,"['actor', 'stage actor', 'film actor', 'television actor']"
Robert Keith,7,M,1898-02-10,,/m/045lwq,1,Q1385393,American actor (1898-1966),United States of America,"['actor', 'screenwriter', 'writer', 'television actor', 'film actor']"
Fuzzy Knight,7,M,1901-05-09,,/m/02x3c65,1,Q3091328,American film actor (1901-1976),United States of America,"['actor', 'television actor', 'songwriter', 'film actor']"
Alan Hewitt,7,M,,,/m/0jx0_w,1,Q598320,"American film, television and stage actor (1915-1986)",United States of America,"['actor', 'television actor']"
Mildred Natwick,7,F,1905-06-19,,/m/09px0t,1,Q240217,American actress (1905-1994),United States of America,"['stage actor', 'film actor', 'television actor']"
Gale Sondergaard,7,F,1899-02-15,/m/0dqqwy,/m/02rwj9,1,Q233845,American actress (1899-1985),United States of America,"['actor', 'stage actor', 'television actor', 'film actor']"
Charles Arnt,7,M,1906-08-20,,/m/02x707b,1,Q2958418,actor (1906-1990),United States of America,"['actor', 'film actor']"
ZaSu Pitts,7,F,1894-01-03,,/m/01lr4p,1,Q136646,actress (1894-1963),United States of America,"['actor', 'stage actor', 'television actor', 'film actor', 'voice actor']"
Glenda Farrell,7,F,1904-06-30,,/m/033q_9,1,Q272083,actress (1904-1971),United States of America,"['television actor', 'film actor', 'stage actor']"
Stuart Whitman,7,M,1928-02-01,,/m/015dqz,1,Q470998,American actor (1928-2020),United States of America,"['television actor', 'film actor', 'film producer', 'actor']"
Paul Henreid,7,M,1908-01-10,/m/019lrz,/m/02m2wp,1,Q93467,Austrian-American actor and film director,United States of America,"['film director', 'stage actor', 'film actor', 'television actor', 'screenwriter', 'film producer']"
Pal,7,,,,/m/05tf4t,1,Q7126106,Rough Collie dog,,[]
Walter Abel,7,M,1898-06-06,,/m/02rr7_,1,Q2004024,American actor,United States of America,"['stage actor', 'film actor', 'actor']"
